"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.jvmbenchmark.measure2.HugeMethod.baseline","avgt",4,5,18.379347,8.408083,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1395","avgt",4,5,22.985219,12.705873,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1396","avgt",4,5,28.512972,20.837412,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1397","avgt",4,5,15877.534763,14178.908149,"ns/op"
