"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.jvmbenchmark.measure2.HugeMethod.baseline","avgt",4,5,14.101205,3.634428,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1395","avgt",4,5,19.965953,10.016483,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1396","avgt",4,5,12.053422,10.538135,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1397","avgt",4,5,7786.924188,920.745882,"ns/op"
