"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.jvmbenchmark.measure2.HugeMethod.sum1395","avgt",4,5,17.141599,8.045546,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1396","avgt",4,5,16.750553,3.229129,"ns/op"
"org.jvmbenchmark.measure2.HugeMethod.sum1397","avgt",4,5,6096.822007,285.970429,"ns/op"
